id,constant,position,translate
284,buttonText.btnLearMore,Узнать больше,Learn more
285,buttonText.btn404,Вернуться на главную,Go back to the main page
286,buttonText.btnSupport,Техническая поддержка,Technical support
287,buttonText.btnPartner,Стать партнером,Become a partner
11. Контакты,,,
288,contactsHeaderText.title,Заголовок,"24/7, personalized user support"
289,contactsHeaderText.text,Подзаголовок,Request a call and we will contact you shortly.
290,contactsListText.contact2,Наша почта,Our e-mail
291,contactsListText.contact3,Месторасположение,Location
292,contactsListText.contact1,Международный номер,International number
12. Тайтлы,,,
293,titles.index,index,Company Name - Get financial independence
294,titles.notFound,404,404 - Company Name - Get financial independence
295,titles.licenses,licenses,Accreditations and licenses - Company Name - Get financial independence
296,titles.reminder,recovery,Password Recovery - Company Name - Get financial independence
297,titles.register,register,Registration - Company Name - Get financial independence
298,titles.login,login,Login - Company Name - Get financial independence
299,titles.about,about,About the company - Company Name - earn just!
300,titles.contacts,contacts,"Contacts - Company Name - 24/7, personal user support"
301,titles.markets,markets,Over 200 financial instruments for trading from anywhere in the world
302,titles.commodities,commodities,Commodities - Trading in commodities with Company Name
303,titles.crypto,crypto,Cryptocurrencies-Trade CFDs on cryptocurrency together Company Name
304,titles.forex,forex,Currencies are the most stable and promising market for investment
305,titles.indices,indices,Indices - Become a pro in trading CFDs on indices
306,titles.metals,metals,Metals-Profitable trading of CFD contracts for metals
307,titles.stocks,stocks,Stocks - Stock Quotes online with Company Name
308,titles.trading,trading,Trading terms - Trading accounts Company Name
